URL,Category,Mobile_Performance_Score,Mobile_FCP,Mobile_LCP,Mobile_SI,Mobile_TTI,Mobile_TBT,Mobile_CLS,Desktop_Performance_Score,Desktop_FCP,Desktop_LCP,Desktop_SI,Desktop_TTI,Desktop_TBT,Desktop_CLS
https://www.sortlist.com/blog/category/marketing-84861abe-abce-45a9-9190-c16e27bfcb5a/ai-marketing/,Blog Category,47,4106,12291,4639,18534,678,0,86,1001,1473,1254,3637,212,0
https://www.sortlist.com/blog/category/3d-design/,Blog Category,44,5016,6661,5016,18576,871,0,73,1004,1436,1285,3885,452,0
https://www.sortlist.com/blog/category/sortlist-news/insights/,Blog Category,47,5264,11754,5675,22431,562,0,68,671,2737,2135,4983,298,0
https://www.sortlist.com/blog/category/app-development/android-app-development/,Blog Category,52,1257,7093,3045,18792,1152,0,72,923,1439,1085,4063,528,0
https://www.sortlist.com/blog/category/copywriting/,Blog Category,54,4989,6606,4989,17712,437,0,83,875,1445,1229,3710,272,0
https://www.sortlist.com/blog/category/creative-design/motion-design/,Blog Category,60,4979,8436,4979,17847,208,0,71,1005,1812,1322,3868,433,0
https://www.sortlist.com/blog/category/marketing/human-resources,Blog Category,59,4514,13208,5073,18389,222,0,71,1173,2128,1419,4539,349,0
https://www.sortlist.com/blog/category/gaming/,Blog Category,46,4990,6612,4990,18765,749,0,63,1015,1439,2412,4382,691,0
https://www.sortlist.com/blog/category/web-software-development/artificial-intelligence/,Blog Category,47,4991,8553,4991,19162,606,0,74,1004,2024,1024,3950,344,0
https://www.sortlist.com/blog/category/app-development/,Blog Category,46,4256,6605,4256,18497,912,0,80,807,1455,807,3818,347,0
https://www.sortlist.com/blog/category/marketing/emailing/,Blog Category,52,4531,12286,5045,18650,441,0,66,977,2669,1199,4413,412,0
https://www.sortlist.com/event/baku,Event,82,1444,1951,3420,7664,649,0,69,352,501,1673,2638,1138,0
https://www.sortlist.com/datahub/reports/linkedin-statistics/,Datahub,61,5701,16579,5701,16632,0,0,78,591,3492,1813,3505,4,0
https://www.sortlist.com/datahub/reports/social-movements-mean-more-than-money-to-brands/,Datahub,60,5418,17049,6317,17229,0,0,79,771,3338,1704,3374,0,0
https://www.sortlist.com/datahub/reports/metaverse-general-public/,Datahub,61,5432,15677,5473,15880,0,0,79,761,3252,1815,3299,0,0
https://www.sortlist.com/datahub/reports/visibility-report/,Datahub,37,3754,22058,10395,31930,976,0,62,904,4127,2774,5535,249,0
https://www.sortlist.com/datahub/reports/industry-report-travel-leisure/,Datahub,64,4365,13582,4365,13619,0,0,63,802,3091,1505,3119,397,0
https://www.sortlist.com/datahub/reports/facebook-statistics/,Datahub,59,5740,16130,6485,16788,88,0,81,811,3110,1266,3121,47,0
https://www.sortlist.com/datahub/reports/2021-online-courses-and-training-survey/,Datahub,62,4202,15622,5877,16362,6,0,81,551,3503,1022,3533,0,0
https://www.sortlist.com/datahub/reports/social-media-shops-study/,Datahub,64,3153,18651,6428,18964,3,0,78,773,3460,1729,3496,0,0
https://www.sortlist.com/datahub/reports/ai-startups/,Datahub,64,3003,19590,6613,19763,48,0,70,771,4175,2464,4216,143,0
https://www.sortlist.com/datahub/reports_categories/website-creation-reports/,Datahub,62,5312,14509,5312,14532,8,0,84,507,2809,1044,2817,0,0
https://www.sortlist.com/datahub/reports_categories/e-commerce-reports/,Datahub,62,4992,19035,4992,19050,2,0,81,532,3456,533,3467,0,0
https://www.sortlist.com/datahub/reports/meta-advertising-index/,Datahub,61,5432,15868,5432,16205,1,0,79,761,3358,1554,3404,0,0
https://www.sortlist.com/datahub/reports/remote-work-statistics/,Datahub,61,5414,15114,5414,15138,0,0,80,626,3098,1701,3106,3,0
https://www.sortlist.com/datahub/reports/expanding-internationally/?nocache=1,Datahub,65,5132,6226,5132,15057,16,0,78,772,3560,1583,3570,22,0
https://www.sortlist.com/datahub/reports/animation-statistics/,Datahub,62,4951,19202,5226,19419,12,0,79,772,3583,1452,3617,0,0
https://www.sortlist.com/datahub/reports/desktop-vs-mobile-usage/,Datahub,64,4064,13438,4654,13483,0,0,70,771,3522,2154,3534,192,0
https://www.sortlist.com/datahub/reports/cost-of-choosing-an-agency/,Datahub,61,5413,16127,5413,16165,0,0,79,772,3527,1534,3539,20,0
https://www.sortlist.com/datahub/reports/apple-vision-pro-for-marketing/,Datahub,67,3454,15120,3720,15852,18,0,83,762,2995,981,3164,28,0
https://www.sortlist.com/datahub/reports/is-my-phone-listening-to-me-for-ads/,Datahub,61,4685,13916,5863,14100,10,0,80,771,3095,1628,3127,0,0
https://www.sortlist.com/datahub/reports/product-placement-power/,Datahub,62,5717,7576,5717,7584,0,0,90,902,1852,1254,1986,6,0
https://www.sortlist.com/datahub/reports/cats-and-dogs-for-business/,Datahub,66,3754,17663,3754,17821,0,0,80,761,3257,1423,3287,0,0
https://www.sortlist.com/datahub/reports/sme-best-places-to-start-business/,Datahub,60,5265,20613,6282,20832,20,0,76,776,3785,1781,3833,8,0
https://www.sortlist.com/datahub/reports/smb-website-2020/,Datahub,61,5429,14866,5849,15768,5,0,82,378,3323,920,3353,0,0
https://www.sortlist.com/datahub/reports/summer-marketing-strategy/,Datahub,48,5140,30413,13761,32288,337,0,66,903,5558,4968,6191,40,0
https://www.sortlist.com/datahub/reports/events-report/,Datahub,65,4225,13081,4225,13201,12,0,83,762,2797,1174,2804,0,0
https://www.sortlist.com/datahub/reports/design-statistics/,Datahub,61,4663,19652,5883,19817,102,0,79,771,3801,1151,3837,0,0
https://www.sortlist.com/datahub/reports/covid-19-boosts-audio-consumption-by-76-2-2021-survey/,Datahub,61,4965,18813,5750,18986,0,0,78,695,3616,1570,3654,0,0
https://www.sortlist.com/datahub/reports_categories/branding-reports/,Datahub,62,4994,15411,4994,15434,0,0,83,718,2841,1429,2845,0,0
https://www.sortlist.com/datahub/reports_categories/influencer-marketing-reports/,Datahub,62,4994,14177,4994,14205,0,0,84,667,2846,667,2852,0,0
https://www.sortlist.com/datahub/reports/your-digital-year/,Datahub,62,5290,7128,5290,16761,66,0,82,815,2822,1475,3436,34,0
